3.07692,0
3.11326,0.0363416
3.12332,0.0232651
3.12989,0.0177153
3.13383,0.0142776
3.15686,0.0258082
3.1576,0.0218245
3.15894,0.018948
3.17076,0.0204676
3.15729,0.0227286
3.17017,0.0242603
3.17054,0.0221496
3.16019,0.0228505
3.15681,0.0214241
3.15348,0.0202216
3.163,0.0211758
3.16004,0.0201088
3.15742,0.0191393
3.15226,0.0188265
3.14849,0.0182533
3.14593,0.0175497
3.1412,0.0173893
3.13638,0.0173014
3.13823,0.0166685
3.13461,0.0163936
3.13543,0.0157715
3.13527,0.015177
3.1369,0.0147155
3.13733,0.0142058
3.13652,0.0137484
3.13836,0.0134244
3.13852,0.0129991
3.13867,0.0125999
3.14085,0.0124169
3.14057,0.0120601
3.14082,0.011723
3.14106,0.0114043
3.14128,0.0111024
3.14182,0.0108271
3.14109,0.0105777
3.14145,0.0103228
3.14269,0.0101503
3.13942,0.0104384
3.14644,0.0123807
3.1436,0.01243
3.14455,0.0121938
3.14453,0.0119315
3.14109,0.0121757
3.14002,0.0119723
3.14021,0.0117319
3.13717,0.0118951
3.13425,0.0120253
3.13339,0.0118273
3.13267,0.0116283
3.1331,0.0114226
3.13241,0.0112376
3.13394,0.0111435
3.13235,0.0110643
3.13382,0.0109746
3.13579,0.0109685
3.13369,0.0109903
3.13425,0.010826
3.1342,0.0106528
3.13473,0.0104986
3.13366,0.0103911
3.13798,0.0111072
3.13743,0.0109542
3.14124,0.0114473
3.14324,0.0114547
3.14536,0.0114886
3.14241,0.011704
3.14158,0.0115699
3.14062,0.0114512
3.13792,0.0116125
3.13626,0.0115767
3.13587,0.01143
3.13629,0.0112884
3.1363,0.0111427
3.13889,0.0112998
3.13864,0.0111604
3.13587,0.0113642
3.13729,0.0113138
3.13982,0.0114594
3.14076,0.0113616
3.13953,0.0112946
3.14038,0.011195
3.13965,0.0110896
3.1417,0.0111517
3.14057,0.0110826
3.13854,0.011146
3.1378,0.0110478
3.13657,0.0109962
3.13781,0.0109479
3.13834,0.0108436
3.13885,0.0107412
3.13871,0.0106297
3.13888,0.010521
3.13977,0.0104508
3.13981,0.0103448
3.14167,0.0104094
