1,31,29,24,13,8,27,30,32,19,26,4,28,11,9,7,3,25,21,14,12,2,22,5,16,23,20,18,10,6,17,15
1,2,14,16,20,21,17,24,25,5,32,15,3,23,7,19,12,9,10,30,29,22,13,31,18,6,4,28,8,11,26,27
