1,26,5,32,27,12,31,25,20,11,28,15,10,17,3,16,21,14,24,18,19,29,7,8,6,22,30,23,2,4,13,9
1,14,31,30,29,13,2,22,4,8,10,12,17,16,7,25,21,19,26,15,5,27,24,23,3,9,11,18,6,28,20,32
