1,31,29,24,13,8,27,30,32,19,26,4,28,11,9,7,3,25,21,14,12,2,22,5,16,23,20,18,10,6,17,15
1,27,26,11,8,28,4,6,18,31,13,22,29,30,10,9,12,19,7,23,3,15,32,5,25,24,17,21,20,16,14,2
