0.5,19,78.7989,79.479,0.269805
0.65,19,32.6905,32.972,0.203512
0.8,19,15.0695,15.1728,0.097265
0.95,19,8.73728,8.68434,0.0358366
1.1,19,5.62708,5.60247,0.0107112
1.25,19,3.89098,3.97391,0.00896752
1.4,19,2.95781,2.97325,0.00734078
1.55,19,2.35062,2.34108,0.00535215
1.7,19,1.90123,1.90573,0.00334343
1.85,19,1.58276,1.59417,0.00303776
2,19,1.3563,1.35807,0.00207997
