0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327725,0.31048,1.39917,2.51853,2.59535,1.90137,2.41727,2.65352,1.98439,1.73995,1.61544,1.45138,1.48496,1.29192,1.36967,0.987747,1.1881,0.724596,0.735,0.956817,0.615498,0.4292,0.765511,0.647497,0.596447,0.779232,0.754496,0.460209,0.708432,0.788739,0.814564,1.10206,0.767693,0.790958,0.768679,1.17437,0.955295,0.929478,0.963695,1.20643,1.23106,1.01775,1.16913,1.27807,1.17913,1.42975,0.994354,1.01765,1.3759,1.14978,1.05041,1.06931,1.11497,0.790387,1.03957,0.9909,0.982349,1.07383,0.977879,0.969476,0.785378,0.884179,0.956325,0.937199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245794,0.465721,1.39917,2.65845,2.06297,2.28164,2.41727,2.3651,2.03951,1.95085,1.66592,1.403,1.48496,1.42557,1.11286,1.07006,1.10889,0.800869,0.69825,0.921379,0.581304,0.627292,0.510341,0.709163,0.715737,0.836952,0.58683,0.514351,0.787147,0.712409,0.888615,0.910397,0.953801,0.745761,0.856528,0.960851,1.10067,0.990096,0.904693,1.32133,1.11914,0.981402,1.27541,1.10536,1.29705,1.39689,1.1387,0.955024,1.29946,1.11992,0.977463,1.22614,1.05922,0.858524,1.01292,0.9909,0.91856,1.03637,1.00233,1.00538,0.820544,0.803799,0.945074,0.893095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163863,0.776201,1.10461,3.07821,1.92987,2.09151,2.71943,2.01898,2.14975,2.16175,1.41351,1.20948,1.62417,1.42557,1.15566,1.11122,1.02968,0.724596,0.882,0.708753,0.718081,0.528246,0.60603,0.647497,0.805204,0.894673,0.502997,0.649707,0.73467,0.508864,0.98735,0.910397,0.88401,0.881353,0.834566,1.00356,0.99683,1.03051,1.0227,1.18728,1.06318,1.09045,1.20455,1.07081,1.31389,1.47906,1.05851,1.04896,1.40647,1.00046,0.846162,1.26891,1.11497,0.858524,0.946279,1.13432,0.944075,0.973935,0.941208,1.02932,0.7971,0.826765,0.945074,0.926173
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163863,0.698581,1.54645,2.51853,2.26261,1.96475,2.84029,2.07667,1.98439,2.00358,1.56495,1.30624,1.57777,1.38102,1.32687,0.905435,0.990081,0.839006,0.69825,0.885941,0.581304,0.528246,0.669822,0.67833,0.894671,0.66379,0.642719,0.757991,0.655956,0.610637,0.814564,0.98227,0.790957,1.01695,0.790641,1.00356,0.913761,1.17195,1.04236,1.14898,1.04453,1.16314,1.11598,1.07081,1.29705,1.36402,1.23492,0.986336,1.45234,0.866071,0.962874,1.16911,1.17071,0.913034,0.972935,0.9909,1.12268,0.811612,1.01455,0.981445,0.843989,0.815282,0.922572,0.893095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819313,0.853821,1.62009,2.2387,2.32916,2.21827,2.65899,2.01898,2.26,1.79267,1.66592,1.45138,1.48496,1.29192,1.36967,0.74081,0.950478,1.02969,0.69825,0.708753,0.683887,0.396184,0.829304,0.709163,0.685914,0.808092,0.614775,0.73092,0.629717,0.712409,0.814564,1.03019,0.721166,0.994347,0.856528,0.85409,1.1422,1.03051,1.16037,1.05323,1.10049,1.07227,1.04513,1.20898,1.26336,1.36402,1.267,1.01765,1.20773,1.04526,0.962874,1.11208,1.21252,0.913034,0.919624,1.03001,1.12268,0.78664,1.02677,0.933569,0.914321,0.826765,0.90007,0.893095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819313,0.931441,1.47281,2.30866,2.26261,2.47178,2.41727,2.24973,2.03951,1.89813,1.7164,1.30624,1.53136,0.935528,1.71209,0.781966,0.712859,1.33478,0.588,0.673315,0.683887,0.363169,0.829304,0.739997,0.656092,0.865813,0.58683,0.785062,0.655956,0.585193,0.863931,0.862481,0.88401,0.903952,0.96634,0.918146,0.976062,1.15174,1.18003,1.01493,1.08184,1.01775,1.22227,1.1399,1.34758,1.28185,1.25096,1.08027,1.17716,1.06019,0.904518,1.15485,1.04528,0.994798,1.03957,1.00394,1.09717,0.861558,0.880091,0.969476,0.879155,0.964559,0.742558,1.06951
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163863,0.776201,1.69373,2.09878,2.5288,2.4084,2.11511,2.3651,2.37024,1.79267,1.41351,1.35462,1.57777,1.06917,1.58368,0.781966,0.910875,1.02969,0.77175,0.673315,0.615498,0.528246,0.701719,0.67833,0.745559,0.865813,0.642719,0.649707,0.73467,0.534307,0.78988,0.958312,0.88401,0.971749,0.944377,0.85409,1.05913,1.09113,1.21937,0.957486,1.24971,0.92688,1.22227,1.17444,1.21282,1.26541,1.29908,1.11159,1.11601,1.10499,0.977463,1.1406,0.975595,1.07656,0.986263,0.9909,1.03338,0.948962,0.84342,0.933569,0.937765,0.884179,0.877568,1.02541
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245794,0.620961,1.54645,1.95886,2.72844,2.53516,2.35684,2.19204,2.48049,1.6345,1.26206,1.30624,1.99541,0.757332,1.62648,0.864279,0.910875,0.915279,0.77175,0.673315,0.683887,0.561261,0.637926,0.67833,0.715737,0.750371,0.866273,0.73092,0.524765,0.55975,0.740512,1.05414,0.907274,1.06214,0.790641,0.960851,0.99683,1.0103,1.37671,0.861737,1.19375,1.0541,1.04513,1.36443,1.14544,1.24898,1.31511,1.23683,1.02428,0.9258,1.09418,1.16911,0.975595,1.11744,0.892968,1.04305,1.0589,0.973935,0.831197,0.801912,1.1136,0.700454,0.990077,0.981302
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245794,0.543341,1.39917,2.37861,2.59535,2.4084,2.65899,2.07667,2.48049,1.58177,1.21158,1.45138,1.67058,1.06917,1.36967,1.11122,0.792065,0.877143,0.69825,0.779628,0.649693,0.528246,0.733615,0.524164,0.805204,0.721511,0.950106,0.73092,0.524765,0.483421,0.863931,1.0781,0.88401,1.01695,0.790641,0.896794,0.976062,0.96989,1.49471,0.765989,1.19375,1.14497,1.02741,1.41624,1.11176,1.28185,1.267,1.29946,0.963129,0.970597,1.16712,1.09782,0.919847,1.11744,0.972935,0.964823,1.00786,1.03637,0.80675,0.909631,0.961209,0.757868,1.01258,0.992328
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866118,0.245794,0.23286,1.54645,2.51853,2.32916,2.91543,2.23597,2.13436,2.37024,1.79267,1.21158,1.59652,1.34574,1.42557,1.02725,1.11122,0.990081,0.877143,0.55125,0.956817,0.581304,0.462215,0.701719,0.616664,0.835026,0.779232,0.866273,0.73092,0.472288,0.356205,1.01203,1.05414,0.907274,0.94915,0.834566,0.811385,1.1422,1.03051,1.29804,0.957486,1.23106,0.999576,0.938844,1.57168,1.06122,1.38045,1.267,1.15855,0.947842,0.940732,1.25465,0.998021,0.961658,1.10382,0.959607,1.05609,1.03338,0.923989,0.904538,0.82585,0.996375,0.803799,1.03508,0.893095
