5.09819,0
5.02246,0.0757305
5.02795,0.0440659
5.03415,0.0317699
5.02224,0.0273365
5.04518,0.0320024
5.01023,0.0441892
5.00531,0.0385847
5.00838,0.0341674
5.0029,0.0310483
4.99572,0.0289879
4.98633,0.0280793
4.99627,0.0276767
4.98998,0.0263835
4.9996,0.026378
4.98653,0.0279227
4.99096,0.0265993
4.98208,0.0266013
4.98444,0.0252725
4.98423,0.0239765
4.98695,0.0229682
4.98742,0.0219043
4.998,0.0234549
5.00399,0.0232423
4.9988,0.02289
4.992,0.0230183
4.98723,0.0226583
4.99002,0.0220115
4.99785,0.0226364
4.99924,0.0219132
4.99221,0.0223289
5.0017,0.0236079
5.00783,0.0236892
5.01324,0.0236089
5.01947,0.0237573
5.01781,0.0231479
5.01962,0.0225867
5.02425,0.0224653
5.0276,0.0221366
5.02343,0.0219753
5.02294,0.0214381
5.02121,0.0209928
5.02006,0.0205311
5.01877,0.0201004
5.00995,0.0215372
5.00353,0.0220218
5.00137,0.0216555
4.99675,0.0216989
4.99444,0.0213759
4.99916,0.021468
4.99681,0.0211729
4.996,0.0207776
4.99762,0.0204459
4.99965,0.0201668
4.99772,0.019891
4.9949,0.0197345
4.9936,0.0194292
4.99466,0.0191211
4.99187,0.0190012
4.99381,0.0187824
4.98818,0.0193104
4.98606,0.0191138
4.98509,0.0188332
4.98706,0.0186414
4.98743,0.0183561
4.99309,0.0189399
4.99233,0.0186707
4.99361,0.0184389
4.99354,0.0181699
4.99407,0.0179164
4.99438,0.0176649
4.99576,0.0174726
4.99717,0.0172892
4.99452,0.0172595
4.99658,0.0171519
4.9954,0.0169659
4.99467,0.0167598
4.99607,0.0166023
4.99799,0.0165032
5.00011,0.0164333
5.00421,0.0167377
5.00355,0.0165456
5.00086,0.0165636
5.00422,0.016705
5.00334,0.0165304
5.00167,0.0164219
5.00215,0.0162391
5.00075,0.0161143
4.99901,0.0160274
4.99758,0.0159122
4.9993,0.0158299
5.00256,0.0159931
4.99866,0.0162939
5.00274,0.0166259
5.00191,0.0164705
4.99924,0.0165158
4.99806,0.0163871
4.99904,0.0162484
4.99913,0.0160837
4.99916,0.0159221
