0.7801466431,0
0.7914790502,0.01133240716
0.78859011,0.007152187977
0.7892578182,0.005101247944
0.7911455535,0.004379176078
0.7918213503,0.003638885823
0.7924571398,0.003140451477
0.7920624373,0.002748202445
0.7921116835,0.002424187
0.7923089208,0.002177211202
0.7914592999,0.002144817209
0.7919981459,0.002030736083
0.7922189581,0.00188101106
0.7921138904,0.001744644466
0.7921734681,0.001625267947
0.7921870475,0.0015203596
0.7921884149,0.001428129823
0.7921171094,0.001348340486
0.7918143881,0.001310836174
0.7921145401,0.001279278513
