1.397602751,0
1.397578992,2.375928823e-05
1.397588438,1.665544922e-05
1.39758778,1.17955751e-05
1.397569628,2.032179013e-05
1.397547626,2.755697246e-05
1.39754492,2.344661451e-05
1.397555214,2.276578933e-05
1.397568979,2.434299889e-05
1.397575619,2.276307842e-05
1.39757535,2.059173668e-05
1.397573552,1.888339808e-05
1.397574306,1.73865467e-05
1.397560983,2.089531439e-05
1.397568146,2.072936726e-05
1.397569737,1.945570232e-05
1.39756983,1.827569065e-05
1.397571012,1.727095669e-05
1.39756579,1.715093157e-05
1.397564922,1.629397446e-05
