28.2614,1,14,21,22,23,2,5,7,20,28,31,18,9,19,30,13,16,15,27,10,26,6,25,11,12,29,3,24,8,17,4,32
27.3409,1,25,30,10,17,3,29,31,5,14,8,23,11,13,24,7,15,2,12,4,19,26,32,21,27,28,9,22,20,18,6,16
21.5324,1,22,11,23,4,7,28,2,26,24,9,31,5,29,14,10,19,25,6,12,17,32,13,30,3,27,20,18,15,8,21,16
21.5324,1,22,11,23,4,7,28,2,26,24,9,31,5,29,14,10,19,25,6,12,17,32,13,30,3,27,20,18,15,8,21,16
21.5324,1,22,11,23,4,7,28,2,26,24,9,31,5,29,14,10,19,25,6,12,17,32,13,30,3,27,20,18,15,8,21,16
20.3231,1,25,30,10,17,27,14,20,28,15,5,18,9,22,6,19,23,11,21,12,24,29,8,13,3,16,2,31,7,4,32,26
20.3231,1,25,30,10,17,27,14,20,28,15,5,18,9,22,6,19,23,11,21,12,24,29,8,13,3,16,2,31,7,4,32,26
19.8204,1,22,11,23,4,7,28,2,26,24,9,31,5,29,14,10,16,32,17,13,21,8,15,18,20,27,3,30,12,6,25,19
19.8204,1,22,11,23,4,7,28,2,26,24,9,31,5,29,14,10,16,32,17,13,21,8,15,18,20,27,3,30,12,6,25,19
19.8204,1,22,11,23,4,7,28,2,26,24,9,31,5,29,14,10,16,32,17,13,21,8,15,18,20,27,3,30,12,6,25,19
17.8179,1,25,30,10,17,27,14,20,28,15,5,18,9,22,6,19,23,11,21,12,4,7,31,29,24,2,26,32,13,3,16,8
17.8179,1,25,30,10,17,27,14,20,28,15,5,18,9,22,6,19,23,11,21,12,4,7,31,29,24,2,26,32,13,3,16,8
16.88,1,22,11,2,26,24,28,23,4,7,9,31,5,29,15,18,20,14,10,19,25,6,32,17,12,13,30,3,27,8,21,16
15.3756,1,22,11,2,32,17,12,13,30,3,27,15,8,21,16,26,10,14,29,5,31,9,18,20,7,4,23,28,24,19,25,6
15.3756,1,22,11,2,32,17,12,13,30,3,27,15,8,21,16,26,10,14,29,5,31,9,18,20,7,4,23,28,24,19,25,6
15.3756,1,22,11,2,32,17,12,13,30,3,27,15,8,21,16,26,10,14,29,5,31,9,18,20,7,4,23,28,24,19,25,6
15.3756,1,22,11,2,32,17,12,13,30,3,27,15,8,21,16,26,10,14,29,5,31,9,18,20,7,4,23,28,24,19,25,6
14.1464,1,22,11,2,32,17,12,13,30,3,27,6,25,19,24,28,14,20,18,15,8,21,16,26,10,23,4,7,9,31,5,29
14.1464,1,22,11,2,32,17,12,13,30,3,27,6,25,19,24,28,14,20,18,15,8,21,16,26,10,23,4,7,9,31,5,29
14.1464,1,22,11,2,32,17,12,13,30,3,27,6,25,19,24,28,14,20,18,15,8,21,16,26,10,23,4,7,9,31,5,29
14.1464,1,22,11,2,32,17,12,13,30,3,27,6,25,19,24,28,14,20,18,15,8,21,16,26,10,23,4,7,9,31,5,29
14.1464,1,22,11,2,32,17,12,13,30,3,27,6,25,19,24,28,14,20,18,15,8,21,16,26,10,23,4,7,9,31,5,29
13.7585,1,25,22,11,2,32,4,30,10,17,27,14,20,28,15,5,18,9,6,19,23,21,12,7,31,29,24,26,13,3,16,8
13.7585,1,25,22,11,2,32,4,30,10,17,27,14,20,28,15,5,18,9,6,19,23,21,12,7,31,29,24,26,13,3,16,8
13.7585,1,25,22,11,2,32,4,30,10,17,27,14,20,28,15,5,18,9,6,19,23,21,12,7,31,29,24,26,13,3,16,8
13.7585,1,25,22,11,2,32,4,30,10,17,27,14,20,28,15,5,18,9,6,19,23,21,12,7,31,29,24,26,13,3,16,8
13.7585,1,25,22,11,2,32,4,30,10,17,27,14,20,28,15,5,18,9,6,19,23,21,12,7,31,29,24,26,13,3,16,8
12.9233,1,22,25,11,2,32,8,4,30,10,17,27,14,20,28,15,5,18,9,6,19,23,21,12,7,31,29,24,3,13,26,16
12.9233,1,22,25,11,2,32,8,4,30,10,17,27,14,20,28,15,5,18,9,6,19,23,21,12,7,31,29,24,3,13,26,16
12.9233,1,22,25,11,2,32,8,4,30,10,17,27,14,20,28,15,5,18,9,6,19,23,21,12,7,31,29,24,3,13,26,16
12.9233,1,22,25,11,2,32,8,4,30,10,17,27,14,20,28,15,5,18,9,6,19,23,21,12,7,31,29,24,3,13,26,16
12.9233,1,22,25,11,2,32,8,4,30,10,17,27,14,20,28,15,5,18,9,6,19,23,21,12,7,31,29,24,3,13,26,16
11.9475,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,5,20,18,15,8,21,16,26,23,14,29,27,6,28,24,19,25
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
10.81,1,22,11,2,32,25,27,17,10,30,4,14,20,28,15,5,18,9,31,7,12,24,29,6,19,23,21,26,13,3,16,8
9.9336,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,20,5,18,28,24,19,25,15,8,21,16,26,23,14,29,27,6
9.9336,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,20,5,18,28,24,19,25,15,8,21,16,26,23,14,29,27,6
9.9336,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,20,5,18,28,24,19,25,15,8,21,16,26,23,14,29,27,6
9.9336,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,20,5,18,28,24,19,25,15,8,21,16,26,23,14,29,27,6
9.9336,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,20,5,18,28,24,19,25,15,8,21,16,26,23,14,29,27,6
9.9336,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,20,5,18,28,24,19,25,15,8,21,16,26,23,14,29,27,6
9.9336,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,20,5,18,28,24,19,25,15,8,21,16,26,23,14,29,27,6
9.9336,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,20,5,18,28,24,19,25,15,8,21,16,26,23,14,29,27,6
9.9336,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,20,5,18,28,24,19,25,15,8,21,16,26,23,14,29,27,6
9.9336,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,20,5,18,28,24,19,25,15,8,21,16,26,23,14,29,27,6
8.93796,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,5,20,18,28,24,19,25,27,29,14,15,6,23,21,26,16,8
8.93796,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,5,20,18,28,24,19,25,27,29,14,15,6,23,21,26,16,8
8.93796,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,5,20,18,28,24,19,25,27,29,14,15,6,23,21,26,16,8
8.93796,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,5,20,18,28,24,19,25,27,29,14,15,6,23,21,26,16,8
8.93796,1,22,11,2,32,17,12,13,30,3,10,4,7,9,31,5,20,18,28,24,19,25,27,29,14,15,6,23,21,26,16,8
