1,26,10,3,28,8,7,15,18,22,9,20,32,31,30,23,24,4,2,29,27,14,16,5,11,25,19,6,21,13,12,17
1,2,11,3,28,8,4,30,31,7,26,29,13,10,27,6,5,21,23,18,25,15,24,12,20,14,17,16,22,9,32,19
