0.65,1,-0.936511,-0.936511,0
0.65,2,-0.93971,-0.93811,0.00159924
0.65,3,-0.94795,-0.94139,0.00340736
0.65,4,-0.936499,-0.940167,0.00270193
0.65,5,-0.93391,-0.938916,0.00243857
0.65,6,-0.932072,-0.937775,0.00229465
0.65,7,-0.92506,-0.935959,0.00265718
0.65,8,-0.934025,-0.935717,0.00231385
0.65,9,-0.937636,-0.93593,0.00205173
0.65,10,-0.935166,-0.935854,0.00183672
0.65,11,-0.943493,-0.936548,0.00180067
0.65,12,-0.941495,-0.936961,0.00169469
0.65,13,-0.932253,-0.936598,0.00160039
0.65,14,-0.943895,-0.93712,0.00157067
0.65,15,-0.929447,-0.936608,0.00154911
0.65,16,-0.935955,-0.936567,0.00144963
0.65,17,-0.927617,-0.936041,0.00145993
0.65,18,-0.944153,-0.936491,0.00144834
0.65,19,-0.936746,-0.936505,0.00137006
0.65,20,-0.939779,-0.936669,0.00131002
0.65,1,-0.937177,-0.937177,0
0.65,2,-0.941762,-0.93947,0.00229232
0.65,3,-0.942121,-0.940354,0.00159152
0.65,4,-0.939382,-0.940111,0.00115128
0.65,5,-0.9359,-0.939269,0.00122651
0.65,6,-0.934349,-0.938449,0.00129434
0.65,7,-0.93228,-0.937567,0.00140468
0.65,8,-0.93044,-0.936677,0.00150781
0.65,9,-0.93272,-0.936237,0.00140054
0.65,10,-0.928428,-0.935456,0.00147617
0.65,11,-0.931287,-0.935077,0.00138799
0.65,12,-0.935125,-0.935081,0.00126706
0.65,13,-0.939157,-0.935395,0.00120697
0.65,14,-0.941417,-0.935825,0.00119737
0.65,15,-0.94898,-0.936702,0.00141836
0.65,16,-0.939338,-0.936867,0.00133695
0.65,17,-0.934637,-0.936735,0.00126267
0.65,18,-0.947938,-0.937358,0.00134332
0.65,19,-0.942747,-0.937641,0.00130192
0.65,20,-0.934433,-0.937481,0.00124549
